servico,price,Estado,Cidade
boarding,90.0,SP,Sao Paulo
boarding,75.0,SP,Santo_Andre
pet_sitting,40.0,RJ,Rio De Janeiro
pet_sitting,40.0,SE,Aracaju
pet_sitting,60.0,SP,Sao Paulo
pet_sitting,65.0,SP,Sao Paulo
pet_sitting,40.0,GO,Goiania
pet_sitting,50.0,SP,Sao Paulo
pet_sitting,40.0,MG,Ipatinga
pet_sitting,40.0,DF,Brasília
pet_sitting,45.0,SP,Ribeirao Preto
pet_sitting,30.0,SP,Taboão Da Serra
pet_sitting,75.0,SP,Sao Paulo
pet_sitting,150.0,SP,Guarujá
pet_sitting,70.0,SP,Sao Paulo
pet_sitting,60.0,SP,Sao Paulo
pet_sitting,30.0,SP,Sao Paulo
pet_sitting,40.0,GO,Goianésia
pet_sitting,42.0,SP,Sao Paulo
pet_sitting,50.0,MG,Belo Horizonte
pet_sitting,30.0,PR,Curitiba
pet_sitting,89.0,SP,Sao Paulo
pet_sitting,55.0,RS,Canoas
pet_sitting,110.0,SP,Valinhos
pet_sitting,40.0,SP,Sao Paulo
pet_sitting,45.0,SC,Itajaí
pet_sitting,70.0,SE,Aracaju
pet_sitting,35.0,SP,Piracicaba
pet_sitting,60.0,SC,Florianopolis
pet_sitting,50.0,AL,Maceió
pet_sitting,66.0,MG,Belo Horizonte
pet_sitting,40.0,SP,São José Dos Campos
pet_sitting,75.0,SP,Sao Paulo
pet_sitting,40.0,DF,Brasília
pet_sitting,25.0,RJ,Rio De Janeiro
pet_sitting,40.0,RJ,Rio De Janeiro
pet_sitting,45.0,MG,Belo Horizonte
pet_sitting,60.0,MG,Belo Horizonte
pet_sitting,35.0,PR,Londrina
pet_sitting,100.0,RJ,Niteroi
pet_sitting,40.0,RS,Porto Alegre
pet_sitting,95.0,MG,Belo Horizonte
pet_sitting,65.0,SP,Osasco
pet_sitting,30.0,RJ,Rio De Janeiro
pet_sitting,65.0,SP,Campinas
pet_sitting,70.0,PE,Recife
pet_sitting,45.0,SC,São José
pet_sitting,25.0,SP,São José Dos Campos
pet_sitting,45.0,RJ,Niteroi
pet_sitting,25.0,SP,Sao Paulo
pet_sitting,50.0,SP,Sorocaba
pet_sitting,80.0,SP,Sao Paulo
pet_sitting,40.0,SP,Sao Paulo
pet_sitting,30.0,SP,Sao Paulo
pet_sitting,50.0,SP,Sao Paulo
pet_sitting,35.0,MS,Costa Rica
pet_sitting,50.0,SP,Vinhedo
pet_sitting,35.0,BA,Salvador
pet_sitting,30.0,SP,Sao Paulo
pet_sitting,42.0,DF,Brasília
pet_sitting,70.0,SP,Cotia
pet_sitting,75.0,RJ,Rio De Janeiro
pet_sitting,50.0,SE,Aracaju
pet_sitting,30.0,PR,Curitiba
pet_sitting,45.0,DF,Brasília
pet_sitting,40.0,RJ,Rio De Janeiro
pet_sitting,60.0,SC,Florianopolis
pet_sitting,25.0,SP,São Caetano Do Sul
pet_sitting,40.0,SC,Florianopolis
pet_sitting,60.0,RS,Porto Alegre
pet_sitting,50.0,MA,São Luís
pet_sitting,50.0,MG,Uberlândia
pet_sitting,150.0,SP,Sao Paulo
pet_sitting,45.0,RJ,Rio De Janeiro
pet_sitting,40.0,PE,Recife
pet_sitting,90.0,SP,Campinas
pet_sitting,67.0,PR,Curitiba
pet_sitting,80.0,RJ,Saquarema
pet_sitting,127.0,RS,Canoas
pet_sitting,40.0,MG,Divinópolis
pet_sitting,30.0,SC,Mafra
boarding,85.0,PR,Maringá
boarding,100.0,SC,Florianopolis
boarding,50.0,SP,Sao Paulo
day_care,120.0,RJ,Rio De Janeiro
boarding,40.0,PR,Cianorte
boarding,60.0,SP,Sao Paulo
boarding,79.0,RJ,Rio De Janeiro
boarding,80.0,RJ,Rio De Janeiro
boarding,120.0,SP,Sao Paulo
day_care,50.0,RJ,Rio De Janeiro
boarding,70.0,MA,São Luís
boarding,70.0,SC,São José
boarding,75.0,RJ,Rio De Janeiro
boarding,70.0,SC,Itajaí
day_care,60.0,RS,Canoas
day_care,50.0,RS,Caxias Do Sul
day_care,56.0,SP,Sumaré
boarding,70.0,SC,Criciúma
day_care,80.0,SP,Sao Paulo
day_care,80.0,SP,Sao Paulo
day_care,75.0,RS,Porto Alegre
boarding,40.0,SP,Hortolândia
boarding,80.0,SP,Campinas
boarding,70.0,SP,Taboão Da Serra
boarding,60.0,SP,Sao Paulo
boarding,65.0,ES,Serra
boarding,45.0,SP,Sao Paulo
day_care,40.0,SP,Campinas
boarding,55.0,RS,Porto Alegre
boarding,68.0,MG,Belo Horizonte
boarding,60.0,SP,Sao Paulo
boarding,200.0,SP,Sao Paulo
boarding,55.0,ES,Guarapari
day_care,35.0,RJ,Rio De Janeiro
boarding,100.0,PR,Curitiba
boarding,70.0,SP,São Bernardo Do Campo
boarding,115.0,SP,Sao Paulo
day_care,45.0,RN,Natal
boarding,60.0,MG,Belo Horizonte
day_care,70.0,RJ,Niteroi
day_care,60.0,SP,Campinas
boarding,55.0,PR,Foz Do Iguaçu
day_care,50.0,ES,Serra
day_care,65.0,RJ,Rio De Janeiro
day_care,45.0,SP,Bauru
boarding,70.0,SP,Cotia
day_care,39.0,RS,Novo Hamburgo
boarding,70.0,RJ,Rio De Janeiro
boarding,80.0,RJ,Niteroi
boarding,220.0,RJ,Armação Dos Búzios
day_care,50.0,PE,Recife
boarding,55.0,RJ,Rio De Janeiro
day_care,40.0,SC,São José
boarding,65.0,SC,Palhoça
day_care,42.0,RS,Porto Alegre
day_care,80.0,RJ,Rio De Janeiro
day_care,55.0,RS,Porto Alegre
boarding,97.0,SP,Barueri
day_care,90.0,RJ,Rio De Janeiro
boarding,75.0,RJ,Rio De Janeiro
day_care,100.0,SP,Sao Paulo
boarding,70.0,BA,Feira De Santana
boarding,56.0,SP,São Bernardo Do Campo
boarding,80.0,RJ,Rio De Janeiro
boarding,110.0,SP,Sao Paulo
day_care,72.0,SP,Sao Paulo
boarding,65.0,SP,Sao Paulo
boarding,70.0,SP,Sao Paulo
boarding,100.0,SP,Sao Paulo
boarding,53.0,SP,Itu
day_care,45.0,SC,Florianopolis
boarding,75.0,SP,Sao Paulo
boarding,79.0,SP,Sao Paulo
day_care,50.0,PR,Curitiba
boarding,60.0,RN,Natal
day_care,45.0,GO,Goiania
boarding,90.0,SP,Santo_Andre
boarding,55.0,MG,Ipatinga
boarding,45.0,RS,Rio Grande
day_care,40.0,ES,Guarapari
boarding,100.0,SP,Sao Paulo
boarding,80.0,ES,Serra
day_care,74.0,SP,Campinas
boarding,100.0,SP,Sao Paulo
boarding,120.0,SP,Sao Paulo
day_care,75.0,SP,Sao Paulo
boarding,77.0,SP,São Carlos
boarding,60.0,RJ,Angra Dos Reis
day_care,40.0,BA,Cruz Das Almas
boarding,75.0,SP,Sao Paulo
boarding,70.0,MG,Juiz De Fora
boarding,95.0,PR,Curitiba
boarding,60.0,SP,São Carlos
day_care,45.0,SC,Florianopolis
day_care,50.0,SP,Mogi Das Cruzes
boarding,85.0,RS,Gravataí
day_care,45.0,DF,Brasília
day_care,50.0,MG,Ipatinga
boarding,100.0,SP,Sao Paulo
boarding,70.0,SP,Campinas
boarding,50.0,RS,Uruguaiana
boarding,60.0,SC,São José
day_care,50.0,MG,Uberlândia
boarding,45.0,SP,Diadema
boarding,60.0,AM,Manaus
boarding,70.0,BA,Salvador
boarding,60.0,DF,Brasília
boarding,89.0,GO,Goiania
boarding,65.0,MG,Belo Horizonte
boarding,150.0,SP,Sao Paulo
day_care,60.0,SP,Sao Paulo
day_care,55.0,GO,Goiania
day_care,55.0,SP,Sao Paulo
boarding,60.0,SP,Caçapava
boarding,90.0,RJ,Rio De Janeiro
boarding,50.0,PR,Curitiba
day_care,69.0,RS,Venâncio Aires
boarding,35.0,DF,Brasília
day_care,70.0,SC,Florianopolis
day_care,65.0,GO,Goiania
boarding,95.0,SP,Sao Paulo
boarding,80.0,SP,Sao Paulo
boarding,98.0,RJ,Niteroi
boarding,60.0,SC,São José
day_care,60.0,BA,Salvador
boarding,80.0,SP,Jundiaí
boarding,70.0,RS,Porto Alegre
day_care,100.0,SP,Franco Da Rocha
day_care,75.0,SP,Sorocaba
boarding,267.0,SC,Florianopolis
boarding,56.0,SP,Guaratinguetá
boarding,35.0,RJ,Rio De Janeiro
boarding,100.0,RJ,Rio De Janeiro
boarding,115.0,RJ,Rio De Janeiro
boarding,100.0,SP,Sao Paulo
boarding,60.0,CE,Fortaleza
boarding,80.0,SP,Sao Paulo
day_care,50.0,SP,Sao Paulo
boarding,100.0,SP,Sao Paulo
boarding,80.0,SP,Sao Paulo
pet_sitting,40.0,SP,Matão
pet_sitting,250.0,PR,Curitiba
pet_sitting,75.0,SP,Guarulhos
pet_sitting,45.0,SC,Palhoça
pet_sitting,30.0,MG,Belo Horizonte
pet_sitting,70.0,RJ,Rio De Janeiro
pet_sitting,75.0,RJ,Rio De Janeiro
pet_sitting,50.0,MS,Campo Grande
pet_sitting,65.0,SP,São José Do Rio Preto
pet_sitting,30.0,PR,Ponta Grossa
pet_sitting,80.0,RJ,Niteroi
pet_sitting,80.0,SP,Sao Paulo
pet_sitting,65.0,RJ,Rio De Janeiro
pet_sitting,65.0,SP,Campinas
pet_sitting,80.0,ES,Serra
pet_sitting,35.0,ES,Guarapari
pet_sitting,60.0,SP,Sao Paulo
pet_sitting,35.0,SC,Criciúma
pet_sitting,50.0,PR,Londrina
pet_sitting,53.0,SC,Imbituba
pet_sitting,40.0,SP,Capivari
pet_sitting,60.0,SP,Santo_Andre
pet_sitting,50.0,SP,Sao Paulo
pet_sitting,55.0,SC,Florianopolis
pet_sitting,50.0,SP,Sao Paulo
pet_sitting,65.0,BA,Lauro De Freitas
pet_sitting,60.0,MS,Três Lagoas
pet_sitting,85.0,RS,Porto Alegre
pet_sitting,55.0,PR,Foz Do Iguaçu
pet_sitting,80.0,SP,Carapicuíba
pet_sitting,45.0,MG,Belo Horizonte
pet_sitting,80.0,RJ,Rio De Janeiro
day_care,39.0,BA,Salvador
boarding,70.0,SP,Atibaia
boarding,60.0,SP,São Bernardo Do Campo
day_care,35.0,SP,Mogi Das Cruzes
boarding,90.0,PR,Curitiba
boarding,100.0,RS,Santa Maria
day_care,54.0,RJ,Rio De Janeiro
day_care,40.0,SP,Campinas
boarding,100.0,SP,Sao Paulo
boarding,60.0,SC,Tubarão
boarding,65.0,SP,Praia Grande
day_care,50.0,SP,Sao Paulo
day_care,45.0,MG,Belo Horizonte
boarding,79.0,RJ,Rio De Janeiro
day_care,90.0,SP,Barueri
boarding,50.0,RS,Porto Alegre
boarding,90.0,SP,Sao Paulo
boarding,70.0,SP,Jundiai
boarding,150.0,PE,Cabo De Santo Agostinho
day_care,80.0,SP,Cotia
boarding,100.0,SC,Florianopolis
boarding,50.0,MG,Betim
day_care,40.0,MA,Imperatriz
boarding,50.0,AM,Manaus
day_care,30.0,SP,Sao Paulo
boarding,50.0,CE,Fortaleza
boarding,35.0,MG,Pará De Minas
day_care,50.0,DF,Brasília
day_care,35.0,CE,Fortaleza
day_care,250.0,MG,Belo Horizonte
boarding,60.0,RS,Canoas
day_care,45.0,SP,Sorocaba
day_care,40.0,MG,Belo Horizonte
boarding,68.0,CE,Fortaleza
day_care,80.0,SP,Sao Paulo
day_care,60.0,RS,Porto Alegre
day_care,78.0,SP,Sao Paulo
day_care,45.0,RJ,Conceição De Macabu
boarding,30.0,SP,Sao Paulo
boarding,94.0,MG,Belo Horizonte
boarding,88.0,SP,São José Dos Campos
boarding,60.0,SC,Florianopolis
day_care,60.0,SP,Lins
day_care,35.0,RJ,Rio De Janeiro
day_care,30.0,MG,Belo Horizonte
boarding,70.0,SP,Sao Paulo
day_care,55.0,SP,Indaiatuba
day_care,60.0,RJ,Rio De Janeiro
day_care,45.0,PE,Recife
day_care,50.0,CE,Fortaleza
day_care,50.0,MG,Igarapé
boarding,110.0,SP,Santo_Andre
day_care,150.0,PE,Cabo De Santo Agostinho
boarding,115.0,SP,Barueri
boarding,70.0,SP,Santos
day_care,35.0,BA,Salvador
day_care,45.0,PR,Curitiba
day_care,60.0,RJ,Rio De Janeiro
boarding,97.0,RJ,Rio De Janeiro
day_care,58.0,CE,Fortaleza
boarding,110.0,SP,Sao Paulo
boarding,100.0,SP,Sao Paulo
day_care,40.0,RS,Novo Hamburgo
day_care,45.0,PE,Recife
pet_sitting,50.0,SP,Boituva
pet_sitting,40.0,PB,João Pessoa
pet_sitting,53.0,RJ,Niteroi
pet_sitting,35.0,DF,Brasília
pet_sitting,30.0,SP,Mairiporã
pet_sitting,40.0,SP,Sao Paulo
pet_sitting,45.0,RJ,Niteroi
pet_sitting,30.0,BA,Salvador
pet_sitting,34.0,SC,Florianopolis
pet_sitting,40.0,SP,São José Dos Campos
pet_sitting,40.0,RJ,Mesquita
pet_sitting,80.0,RJ,Rio De Janeiro
pet_sitting,25.0,MG,Belo Horizonte
pet_sitting,30.0,SP,Mauá
pet_sitting,30.0,RS,Porto Alegre
pet_sitting,40.0,PR,Londrina
pet_sitting,40.0,PR,Londrina
pet_sitting,25.0,SP,Araraquara
pet_sitting,85.0,SP,Sao Paulo
pet_sitting,85.0,SP,Jarinu
pet_sitting,70.0,SP,Sao Paulo
pet_sitting,30.0,SC,Lages
pet_sitting,25.0,PE,Recife
pet_sitting,25.0,PE,Recife
pet_sitting,30.0,SP,Sao Paulo
pet_sitting,40.0,SE,Aracaju
pet_sitting,40.0,SP,Poá
pet_sitting,30.0,SP,Sao Paulo
pet_sitting,30.0,SP,Sao Paulo
pet_sitting,25.0,SP,Taubaté
pet_sitting,30.0,SP,Mogi Das Cruzes
pet_sitting,90.0,SP,Sao Paulo
pet_sitting,65.0,SP,Campinas
pet_sitting,50.0,RJ,Rio De Janeiro
pet_sitting,30.0,SC,Florianopolis
pet_sitting,45.0,MS,Campo Grande
pet_sitting,30.0,SP,Sao Paulo
pet_sitting,50.0,RS,Porto Alegre
pet_sitting,30.0,SC,Chapecó
pet_sitting,50.0,SP,Sao Paulo
pet_sitting,40.0,SC,Florianopolis
pet_sitting,90.0,SP,Osasco
pet_sitting,50.0,SP,Praia Grande
pet_sitting,40.0,RS,Porto Alegre
pet_sitting,40.0,SP,Santos
pet_sitting,45.0,RJ,Niteroi
pet_sitting,90.0,MT,Cuiabá
pet_sitting,30.0,SP,São José Dos Campos
pet_sitting,30.0,SP,Mogi Das Cruzes
pet_sitting,25.0,MA,Imperatriz
pet_sitting,70.0,SP,Sao Paulo
pet_sitting,50.0,SP,Sao Paulo
pet_sitting,40.0,SP,Sao Paulo
pet_sitting,110.0,SP,Sao Paulo
pet_sitting,35.0,PE,Recife
pet_sitting,45.0,SP,Piracicaba
pet_sitting,30.0,PE,Recife
pet_sitting,30.0,MS,Ponta Porã
pet_sitting,30.0,RS,Porto Alegre
pet_sitting,30.0,PR,Curitiba
pet_sitting,30.0,SC,Guabiruba
pet_sitting,40.0,RS,Santa Maria
pet_sitting,30.0,SP,Jacareí
pet_sitting,35.0,PR,Curitiba
pet_sitting,40.0,RS,Porto Alegre
pet_sitting,40.0,SP,Sao Paulo
pet_sitting,30.0,SP,Votuporanga
pet_sitting,55.0,SP,Sao Paulo
pet_sitting,70.0,SP,Sao Paulo
pet_sitting,25.0,SP,Santo_Andre
pet_sitting,40.0,RJ,Rio De Janeiro
pet_sitting,30.0,RN,Natal
pet_sitting,30.0,MG,Conselheiro Lafaiete
pet_sitting,35.0,RS,Xangri-Lá
pet_sitting,35.0,RJ,Rio De Janeiro
pet_sitting,30.0,SP,Sao Paulo
pet_sitting,25.0,RS,Rio Grande
pet_sitting,30.0,RJ,Rio De Janeiro
pet_sitting,45.0,PR,Curitiba
pet_sitting,30.0,SP,Sao Paulo
pet_sitting,30.0,PB,João Pessoa
pet_sitting,40.0,RJ,Rio De Janeiro
pet_sitting,35.0,SP,Sao Paulo
pet_sitting,60.0,SP,Santo_Andre
pet_sitting,40.0,SP,Piracicaba
pet_sitting,30.0,SP,Ribeirao Preto
pet_sitting,30.0,GO,Goiania
pet_sitting,27.0,SP,Santos
pet_sitting,40.0,SP,Sao Paulo
pet_sitting,20.0,SP,Sao Paulo
pet_sitting,30.0,SC,Florianopolis
pet_sitting,30.0,SP,Sao Paulo
pet_sitting,50.0,SP,Sao Paulo
pet_sitting,30.0,RJ,Cabo Frio
pet_sitting,30.0,MG,Montes Claros
pet_sitting,25.0,SP,Campinas
pet_sitting,30.0,RJ,São Gonçalo
pet_sitting,30.0,RS,Canela
pet_sitting,30.0,SP,Sao Paulo
pet_sitting,25.0,SP,Campinas
pet_sitting,50.0,GO,Goiania
pet_sitting,30.0,RS,Santo Ângelo
pet_sitting,35.0,SP,Sao Paulo
pet_sitting,40.0,GO,Goiania
pet_sitting,30.0,RJ,Rio De Janeiro
pet_sitting,30.0,RJ,Rio De Janeiro
pet_sitting,30.0,SP,Araras
pet_sitting,30.0,CE,Fortaleza
pet_sitting,30.0,PE,Recife
pet_sitting,75.0,SP,São Bernardo Do Campo
pet_sitting,30.0,MG,Belo Horizonte
pet_sitting,40.0,RJ,Rio De Janeiro
pet_sitting,70.0,SP,Sao Paulo
pet_sitting,40.0,MG,Belo Horizonte
pet_sitting,25.0,SC,Florianopolis
pet_sitting,50.0,SP,Sao Paulo
pet_sitting,30.0,PA,Belém
pet_sitting,30.0,SP,São José Dos Campos
pet_sitting,30.0,PE,Recife
pet_sitting,60.0,SC,Blumenau
pet_sitting,50.0,MG,Belo Horizonte
pet_sitting,20.0,RS,Imbé
pet_sitting,50.0,PR,Curitiba
pet_sitting,30.0,PE,Jaboatão Dos Guararapes
pet_sitting,30.0,CE,Caucaia
pet_sitting,28.0,SP,Ribeirao Preto
pet_sitting,30.0,RS,Porto Alegre
pet_sitting,30.0,PR,Curitiba
pet_sitting,30.0,DF,Brasília
pet_sitting,53.0,SC,São José
pet_sitting,25.0,RJ,Rio De Janeiro
pet_sitting,30.0,DF,Brasília
pet_sitting,50.0,SP,Sao Paulo
pet_sitting,30.0,SE,Aracaju
pet_sitting,30.0,DF,Brasília
pet_sitting,40.0,SP,Sao Paulo
pet_sitting,40.0,MG,Belo Horizonte
pet_sitting,30.0,AM,Manaus
pet_sitting,30.0,SP,Sao Paulo
pet_sitting,30.0,SP,Sao Paulo
pet_sitting,80.0,PE,Recife
pet_sitting,38.0,DF,Brasília
pet_sitting,30.0,SP,Osasco
pet_sitting,25.0,ES,Vitória
pet_sitting,30.0,SP,Ribeirao Preto
pet_sitting,40.0,SP,São José Dos Campos
pet_sitting,30.0,RJ,Rio De Janeiro
pet_sitting,40.0,RJ,Rio De Janeiro
pet_sitting,30.0,SP,Sao Paulo
pet_sitting,50.0,SP,Sao Paulo
pet_sitting,30.0,SP,Campinas
pet_sitting,30.0,SP,Sao Paulo
pet_sitting,30.0,PR,Curitiba
pet_sitting,30.0,SP,São Carlos
pet_sitting,50.0,SP,Sao Paulo
pet_sitting,30.0,PR,Curitiba
pet_sitting,30.0,SP,Sao Paulo
pet_sitting,45.0,SP,Sao Paulo
pet_sitting,85.0,SP,Sao Paulo
pet_sitting,80.0,SP,Sao Paulo
pet_sitting,30.0,DF,Brasília
pet_sitting,70.0,RS,Caxias Do Sul
pet_sitting,30.0,SP,Sao Paulo
pet_sitting,30.0,RJ,Niteroi
pet_sitting,40.0,RJ,Rio De Janeiro
pet_sitting,50.0,RJ,Rio De Janeiro
pet_sitting,30.0,SP,São José Dos Campos
pet_sitting,80.0,MG,Belo Horizonte
pet_sitting,30.0,PR,Maringa
pet_sitting,30.0,SP,Sorocaba
pet_sitting,30.0,PR,Arapongas
pet_sitting,40.0,RS,Porto Alegre
pet_sitting,40.0,MS,Campo Grande
pet_sitting,60.0,DF,Brasília
pet_sitting,25.0,RS,Porto Alegre
pet_sitting,65.0,SP,Sao Paulo
pet_sitting,50.0,SP,Sao Paulo
pet_sitting,30.0,RJ,Nova Iguaçu
pet_sitting,35.0,CE,Fortaleza
pet_sitting,45.0,SP,Sao Paulo
pet_sitting,27.0,SP,Sao Paulo
pet_sitting,30.0,PE,Recife
pet_sitting,27.0,DF,Brasília
pet_sitting,35.0,SP,São José Dos Campos
pet_sitting,30.0,RS,Porto Alegre
pet_sitting,30.0,SP,Guarulhos
pet_sitting,40.0,PE,Recife
pet_sitting,70.0,PB,João Pessoa
pet_sitting,30.0,PE,Recife
pet_sitting,55.0,PR,Londrina
pet_sitting,40.0,SP,Sao Paulo
pet_sitting,80.0,SC,Florianopolis
pet_sitting,50.0,SP,Taboão Da Serra
pet_sitting,45.0,AM,Manaus
pet_sitting,40.0,SC,Laguna
pet_sitting,65.0,SP,Sao Paulo
pet_sitting,35.0,BA,Lauro De Freitas
pet_sitting,30.0,SP,Itupeva
pet_sitting,40.0,RJ,Rio De Janeiro
pet_sitting,30.0,SP,Sao Paulo
pet_sitting,40.0,SP,Sao Paulo
pet_sitting,30.0,SP,Catanduva
pet_sitting,40.0,SC,Itapema
pet_sitting,30.0,SC,Joinville
pet_sitting,100.0,MG,Lagoa Santa
pet_sitting,30.0,PE,Paulista
pet_sitting,40.0,PR,Curitiba
pet_sitting,30.0,SP,Guaratinguetá
pet_sitting,70.0,SP,Sao Paulo
pet_sitting,40.0,RJ,Niteroi
pet_sitting,30.0,PR,Pato Branco
pet_sitting,45.0,MG,Belo Horizonte
pet_sitting,30.0,SP,Mogi Das Cruzes
pet_sitting,30.0,GO,Goiania
pet_sitting,60.0,SP,São José Dos Campos
pet_sitting,30.0,DF,Brasília
pet_sitting,60.0,SP,Campinas
pet_sitting,30.0,MG,Divinópolis
pet_sitting,30.0,RJ,Rio De Janeiro
pet_sitting,30.0,BA,Salvador
pet_sitting,50.0,SP,Sao Paulo
pet_sitting,30.0,PE,Recife
pet_sitting,50.0,RJ,Rio De Janeiro
pet_sitting,80.0,SP,São Bernardo Do Campo
pet_sitting,30.0,RJ,Rio De Janeiro
pet_sitting,45.0,MG,Contagem
pet_sitting,36.0,SP,Sao Paulo
pet_sitting,40.0,SP,Sao Paulo
pet_sitting,60.0,SP,Sao Paulo
pet_sitting,30.0,RS,Porto Alegre
pet_sitting,50.0,PR,Maringá
pet_sitting,35.0,RS,Porto Alegre
boarding,67.0,SP,Sao Paulo
day_care,60.0,RJ,São Gonçalo
boarding,60.0,RN,Natal
day_care,45.0,SP,Guarulhos
day_care,35.0,MG,Contagem
boarding,49.0,PR,Araucária
boarding,50.0,SP,Sao Paulo
boarding,75.0,RJ,Rio De Janeiro
boarding,100.0,SP,Sao Paulo
boarding,45.0,MG,Montes Claros
boarding,65.0,SP,São Bernardo Do Campo
day_care,40.0,SC,Florianopolis
boarding,40.0,SP,Sao Paulo
boarding,50.0,AL,Maceió
boarding,45.0,MG,Ipatinga
day_care,50.0,GO,Anápolis
day_care,50.0,SP,São José Do Rio Preto
day_care,65.0,SP,São Caetano Do Sul
boarding,45.0,SP,São José Do Rio Preto
day_care,50.0,RJ,Rio De Janeiro
boarding,80.0,RJ,Rio De Janeiro
day_care,60.0,RS,Porto Alegre
boarding,45.0,RN,Mossoró
day_care,45.0,SP,Sorocaba
day_care,55.0,SP,Sao Paulo
day_care,50.0,ES,Guarapari
day_care,40.0,SP,Santos
boarding,75.0,SP,Sao Paulo
boarding,45.0,MG,Uberlândia
boarding,80.0,RS,Porto Alegre
boarding,55.0,CE,Quixeramobim
day_care,100.0,SP,Sao Paulo
boarding,120.0,SC,Florianopolis
boarding,55.0,SP,Sao Paulo
day_care,40.0,MG,Montes Claros
boarding,77.0,SP,Sao Paulo
boarding,60.0,SP,Sao Paulo
boarding,120.0,SC,Balneário Camboriú
boarding,75.0,SP,Sao Paulo
boarding,55.0,SE,Aracaju
boarding,70.0,PR,Curitiba
boarding,47.0,SP,Sao Paulo
boarding,80.0,SP,Sorocaba
day_care,40.0,MG,Belo Horizonte
day_care,100.0,SP,Sao Paulo
boarding,120.0,SP,Sorocaba
boarding,80.0,PR,Curitiba
day_care,40.0,RN,Mossoró
boarding,50.0,SP,Itapevi
day_care,45.0,RJ,Rio De Janeiro
boarding,70.0,RJ,Rio De Janeiro
boarding,45.0,SC,Blumenau
boarding,35.0,RJ,Rio De Janeiro
boarding,55.0,RJ,Rio De Janeiro
boarding,120.0,SP,Sao Paulo
boarding,107.0,SP,Sao Paulo
day_care,70.0,SP,Sao Paulo
boarding,35.0,GO,Valparaíso De Goiás
boarding,120.0,SP,Santos
boarding,60.0,RJ,Rio De Janeiro
boarding,65.0,RJ,Rio De Janeiro
day_care,85.0,SP,Sao Paulo
boarding,70.0,SP,Sao Paulo
boarding,60.0,RJ,Rio De Janeiro
boarding,70.0,SP,São Bernardo Do Campo
boarding,87.0,SP,Piracicaba
day_care,45.0,SP,Sorocaba
boarding,45.0,PA,Belém
boarding,80.0,MG,Belo Horizonte
day_care,50.0,SP,Sao Paulo
boarding,50.0,SP,São Vicente
boarding,75.0,SP,Sao Paulo
boarding,65.0,RS,Porto Alegre
boarding,75.0,SP,Sao Paulo
day_care,40.0,PR,Curitiba
boarding,75.0,SP,Sao Paulo
day_care,45.0,SP,Sao Paulo
boarding,45.0,SC,Chapecó
day_care,60.0,RJ,Niteroi
boarding,45.0,SP,Sao Paulo
boarding,95.0,SP,Sao Paulo
day_care,40.0,SP,Bauru
boarding,110.0,SP,Sao Paulo
boarding,80.0,SP,Sao Paulo
day_care,60.0,SP,Sao Paulo
day_care,45.0,SC,Palhoça
boarding,75.0,CE,Fortaleza
day_care,100.0,RJ,Rio De Janeiro
day_care,48.0,SP,Sao Paulo
boarding,50.0,RJ,Rio De Janeiro
boarding,50.0,MG,Sete Lagoas
day_care,35.0,SP,Itapevi
boarding,30.0,SC,Palhoça
boarding,50.0,MG,Divinópolis
day_care,45.0,SP,São Bernardo Do Campo
day_care,45.0,RJ,Rio De Janeiro
boarding,75.0,SP,Santo_Andre
pet_sitting,70.0,SC,Blumenau
pet_sitting,80.0,SP,Sao Paulo
pet_sitting,65.0,RJ,Rio De Janeiro
pet_sitting,40.0,RS,Porto Alegre
pet_sitting,45.0,RS,Porto Alegre
pet_sitting,60.0,SP,São Bernardo Do Campo
pet_sitting,120.0,RJ,Rio De Janeiro
pet_sitting,75.0,SP,Sao Paulo
pet_sitting,35.0,CE,Fortaleza
pet_sitting,70.0,SP,São Bernardo Do Campo
pet_sitting,40.0,RJ,Rio De Janeiro
pet_sitting,55.0,PB,Campina Grande
pet_sitting,30.0,SC,Joinville
pet_sitting,30.0,SP,Sao Paulo
pet_sitting,70.0,SP,Sao Paulo
pet_sitting,40.0,RJ,Rio De Janeiro
pet_sitting,57.0,RJ,Rio De Janeiro
pet_sitting,30.0,SC,Blumenau
pet_sitting,40.0,SP,Sao Paulo
pet_sitting,50.0,BA,Salvador
pet_sitting,26.0,SP,São Vicente
pet_sitting,90.0,SP,Sao Paulo
pet_sitting,30.0,SP,Sao Paulo
pet_sitting,55.0,MG,Uberaba
pet_sitting,45.0,MG,Belo Horizonte
pet_sitting,70.0,SP,Sao Paulo
pet_sitting,35.0,SP,Itapevi
pet_sitting,28.0,SP,Sao Paulo
pet_sitting,50.0,MG,Divinópolis
pet_sitting,55.0,SC,Florianopolis
pet_sitting,30.0,SP,Sumaré
pet_sitting,50.0,SP,Sao Paulo
pet_sitting,50.0,SP,Sao Paulo
pet_sitting,30.0,RJ,Rio De Janeiro
pet_sitting,30.0,SP,Sao Paulo
pet_sitting,45.0,SP,Santos
pet_sitting,50.0,SP,Praia Grande
pet_sitting,45.0,SE,Aracaju
pet_sitting,80.0,SP,São Bernardo Do Campo
pet_sitting,30.0,RS,Porto Alegre
pet_sitting,30.0,SP,Sao Paulo
pet_sitting,70.0,RJ,Niteroi
pet_sitting,60.0,RJ,Rio De Janeiro
pet_sitting,25.0,PE,Petrolina
pet_sitting,40.0,SP,Santo_Andre
