servico,price,Estado,Cidade
pet_sitting,75.0,SP,Sao Paulo
pet_sitting,30.0,RJ,Rio De Janeiro
pet_sitting,45.0,MG,Juiz De Fora
pet_sitting,30.0,SP,Santos
day_care,40.0,PB,Campina Grande
day_care,60.0,RJ,Rio De Janeiro
day_care,95.0,RJ,Rio De Janeiro
boarding,65.0,GO,Goiania
boarding,95.0,SP,Sao Paulo
boarding,55.0,MG,Betim
boarding,70.0,PE,Recife
boarding,70.0,RS,Porto Alegre
boarding,110.0,SP,Sao Paulo
day_care,55.0,MG,Belo Horizonte
boarding,95.0,RJ,Rio De Janeiro
boarding,70.0,BA,Feira De Santana
day_care,60.0,SP,Sao Paulo
boarding,45.0,MG,Viçosa
day_care,45.0,RJ,Rio De Janeiro
boarding,70.0,SP,Indaiatuba
boarding,60.0,SP,Mogi Das Cruzes
day_care,67.0,DF,Brasília
day_care,80.0,SP,Sao Paulo
boarding,75.0,SP,São Bernardo Do Campo
boarding,100.0,DF,Brasília
boarding,90.0,RJ,Rio De Janeiro
boarding,80.0,SP,São José Dos Campos
boarding,65.0,RJ,Três Rios
boarding,70.0,SP,Santo_Andre
day_care,50.0,RS,Santa Maria
boarding,80.0,DF,Brasília
day_care,60.0,SP,Mogi Guaçu
boarding,50.0,DF,Brasília
day_care,50.0,SP,Sorocaba
boarding,60.0,PE,Camaragibe
boarding,70.0,SP,Jundiaí
boarding,60.0,ES,Cariacica
boarding,65.0,SP,São José Dos Campos
day_care,55.0,PE,Recife
boarding,130.0,RJ,Rio De Janeiro
boarding,60.0,RJ,Rio De Janeiro
boarding,65.0,RJ,Rio De Janeiro
boarding,80.0,SP,Sao Paulo
day_care,50.0,RJ,Rio De Janeiro
boarding,66.0,RJ,Rio De Janeiro
boarding,50.0,GO,Goiania
boarding,90.0,SP,Jundiaí
day_care,60.0,RJ,Rio De Janeiro
boarding,60.0,RJ,Rio De Janeiro
day_care,45.0,SP,Santo_Andre
boarding,65.0,BA,Salvador
day_care,40.0,SP,Sao Paulo
boarding,85.0,MG,Belo Horizonte
boarding,100.0,SP,Sao Paulo
boarding,90.0,BA,Salvador
day_care,85.0,SP,Sao Paulo
day_care,40.0,RJ,Rio De Janeiro
day_care,80.0,RS,Canoas
boarding,100.0,SP,Sao Paulo
day_care,80.0,SP,Sao Paulo
boarding,85.0,RJ,Teresópolis
boarding,70.0,SP,Olímpia
boarding,47.0,RS,Porto Alegre
boarding,87.0,PE,Jaboatão Dos Guararapes
boarding,100.0,SP,Jundiaí
day_care,35.0,RS,Santa Maria
boarding,48.0,GO,Goiania
boarding,65.0,CE,Fortaleza
boarding,100.0,SP,Santos
day_care,50.0,DF,Brasília
day_care,80.0,SP,Vinhedo
day_care,70.0,BA,Salvador
boarding,65.0,PR,Curitiba
day_care,60.0,PR,Curitiba
boarding,80.0,SP,Sao Paulo
boarding,80.0,RJ,Rio De Janeiro
boarding,100.0,SP,Sao Paulo
boarding,70.0,DF,Brasília
boarding,60.0,SP,Sorocaba
day_care,60.0,SP,Campinas
day_care,50.0,SP,Sao Paulo
boarding,90.0,SC,Criciúma
day_care,60.0,MG,Belo Horizonte
boarding,50.0,RJ,Rio De Janeiro
day_care,60.0,SP,Campinas
boarding,75.0,SP,Sao Paulo
day_care,50.0,RJ,Petrópolis
boarding,55.0,PR,Curitiba
boarding,65.0,SP,Campinas
boarding,65.0,SP,São José Dos Campos
boarding,55.0,PR,Curitiba
boarding,60.0,RJ,Rio De Janeiro
boarding,115.0,MG,Belo Horizonte
boarding,60.0,RS,Porto Alegre
boarding,55.0,SP,Campinas
boarding,90.0,SP,Sao Paulo
boarding,80.0,SC,Florianopolis
day_care,50.0,RJ,Rio De Janeiro
boarding,70.0,SP,Osasco
boarding,95.0,SP,Sao Paulo
boarding,70.0,SP,Sao Paulo
day_care,35.0,DF,Brasília
boarding,60.0,RJ,Campos Dos Goytacazes
boarding,60.0,MG,Belo Horizonte
boarding,80.0,MG,Belo Horizonte
day_care,60.0,SP,Sao Paulo
day_care,50.0,SP,Sao Paulo
boarding,50.0,SP,Guaratinguetá
boarding,110.0,SC,Florianopolis
boarding,90.0,RJ,Rio De Janeiro
day_care,100.0,RJ,Rio De Janeiro
boarding,80.0,SP,Sao Paulo
boarding,80.0,PR,Curitiba
boarding,70.0,SP,Sao Paulo
day_care,55.0,RJ,Rio De Janeiro
day_care,60.0,SP,Jundiaí
boarding,65.0,MS,Campo Grande
boarding,90.0,RJ,Rio De Janeiro
pet_sitting,54.0,GO,Goiania
pet_sitting,60.0,DF,Brasília
pet_sitting,60.0,SP,Sao Paulo
pet_sitting,30.0,RJ,Rio De Janeiro
pet_sitting,70.0,SP,Sao Paulo
pet_sitting,70.0,RS,Porto Alegre
pet_sitting,45.0,SC,Florianopolis
pet_sitting,35.0,RJ,Rio De Janeiro
pet_sitting,75.0,SP,Sao Paulo
pet_sitting,180.0,MG,Belo Horizonte
pet_sitting,40.0,SP,Sorocaba
pet_sitting,65.0,SC,Blumenau
pet_sitting,65.0,SC,Joinville
pet_sitting,35.0,SP,Ferraz De Vasconcelos
pet_sitting,75.0,SP,Sao Paulo
pet_sitting,60.0,MG,São Lourenço
pet_sitting,50.0,SP,Sao Paulo
pet_sitting,60.0,PR,Curitiba
pet_sitting,65.0,SP,Sao Paulo
pet_sitting,40.0,RS,Montenegro
pet_sitting,40.0,PB,João Pessoa
pet_sitting,50.0,MG,Belo Horizonte
pet_sitting,24.0,PR,Curitiba
pet_sitting,65.0,SP,Santos
pet_sitting,30.0,RJ,Rio De Janeiro
pet_sitting,25.0,RJ,Volta Redonda
pet_sitting,50.0,SP,Sao Paulo
pet_sitting,44.0,SC,Indaial
pet_sitting,50.0,RS,Porto Alegre
pet_sitting,30.0,PR,Maringá
pet_sitting,30.0,PE,Recife
pet_sitting,65.0,MS,Campo Grande
pet_sitting,30.0,RS,Porto Alegre
pet_sitting,40.0,SP,Sao Paulo
pet_sitting,100.0,MG,Araxá
pet_sitting,40.0,DF,Brasília
pet_sitting,50.0,BA,Feira De Santana
pet_sitting,55.0,PE,Recife
pet_sitting,60.0,SP,Santo_Andre
pet_sitting,70.0,SP,Sao Paulo
pet_sitting,80.0,SP,Sao Paulo
boarding,45.0,RJ,Rio De Janeiro
boarding,65.0,DF,Brasília
boarding,65.0,SP,Santo_Andre
day_care,35.0,SP,Santo_Andre
boarding,65.0,RJ,Rio De Janeiro
boarding,70.0,SP,Sao Paulo
boarding,110.0,RJ,Rio De Janeiro
boarding,130.0,ES,Vitória
boarding,45.0,SP,Bertioga
boarding,80.0,PR,Curitiba
day_care,40.0,SP,Mongaguá
boarding,50.0,MG,Belo Horizonte
boarding,60.0,RJ,Rio De Janeiro
boarding,70.0,RJ,Rio De Janeiro
boarding,50.0,RJ,Rio De Janeiro
boarding,89.0,SP,Sao Paulo
day_care,40.0,SP,Diadema
boarding,135.0,SP,Sao Paulo
boarding,160.0,SP,São Bernardo Do Campo
boarding,100.0,PE,Jaboatão Dos Guararapes
day_care,60.0,MG,Belo Horizonte
boarding,70.0,SP,Sao Paulo
day_care,40.0,SP,Guarujá
boarding,70.0,MG,Uberlândia
boarding,45.0,SP,Sao Paulo
boarding,60.0,PR,Curitiba
day_care,30.0,SP,Sao Paulo
boarding,60.0,PR,Curitiba
boarding,80.0,SP,Santo_Andre
boarding,90.0,PR,Curitiba
day_care,50.0,SP,Sao Paulo
day_care,68.0,SP,Sao Paulo
boarding,50.0,MG,Uberlândia
boarding,80.0,SP,Sao Paulo
boarding,75.0,SP,Sao Paulo
boarding,60.0,SC,Florianopolis
boarding,55.0,MG,Vespasiano
boarding,68.0,BA,Salvador
boarding,70.0,SP,Sao Paulo
day_care,80.0,SP,Osasco
boarding,67.0,SC,Florianopolis
boarding,45.0,DF,Brasília
boarding,60.0,GO,Goiania
boarding,90.0,RJ,Rio De Janeiro
boarding,55.0,SP,Santo_Andre
boarding,55.0,MG,Contagem
boarding,60.0,RS,Porto Alegre
boarding,47.0,SP,Santo_Andre
boarding,55.0,MG,Uberlândia
boarding,45.0,PR,Curitiba
boarding,70.0,PE,Recife
day_care,100.0,SP,Sao Paulo
boarding,70.0,SP,Sao Paulo
boarding,90.0,SP,Sao Paulo
day_care,70.0,PE,Recife
boarding,90.0,RJ,Rio De Janeiro
boarding,60.0,ES,Vitória
boarding,85.0,SP,Sao Paulo
day_care,35.0,RJ,Rio De Janeiro
day_care,40.0,SP,São José Dos Campos
boarding,60.0,SP,Barueri
boarding,80.0,GO,Goiania
boarding,80.0,RJ,Rio De Janeiro
boarding,50.0,SP,São José Dos Campos
day_care,40.0,SP,São José Dos Campos
day_care,40.0,RJ,Rio De Janeiro
boarding,100.0,RJ,Rio De Janeiro
boarding,45.0,SP,Mongaguá
boarding,65.0,RJ,Rio De Janeiro
day_care,150.0,SP,São Bernardo Do Campo
day_care,60.0,SP,São Bernardo Do Campo
boarding,75.0,RJ,Rio De Janeiro
day_care,45.0,RS,Porto Alegre
boarding,80.0,SP,Barueri
boarding,50.0,PR,Curitiba
boarding,100.0,PE,Recife
boarding,80.0,PR,Curitiba
pet_sitting,30.0,RS,Porto Alegre
pet_sitting,60.0,GO,Goiania
pet_sitting,30.0,PR,Curitiba
pet_sitting,30.0,RJ,Rio De Janeiro
pet_sitting,40.0,SC,São José
pet_sitting,30.0,SC,Florianopolis
pet_sitting,100.0,SP,Sao Paulo
pet_sitting,40.0,DF,Brasília
pet_sitting,35.0,SP,Sao Paulo
pet_sitting,30.0,SP,Santo_Andre
pet_sitting,32.0,SP,Sao Paulo
pet_sitting,60.0,SP,Osasco
pet_sitting,60.0,SP,Caieiras
pet_sitting,70.0,SP,Sao Paulo
pet_sitting,30.0,RS,Porto Alegre
pet_sitting,35.0,SP,São Bernardo Do Campo
pet_sitting,45.0,SP,Osasco
pet_sitting,20.0,RS,Porto Alegre
pet_sitting,60.0,SC,Florianopolis
pet_sitting,68.0,SP,Ribeirao Preto
pet_sitting,40.0,RS,Porto Alegre
pet_sitting,45.0,GO,Goiania
pet_sitting,40.0,RJ,Rio De Janeiro
pet_sitting,30.0,PR,Curitiba
pet_sitting,50.0,BA,Salvador
pet_sitting,40.0,SC,Florianopolis
pet_sitting,40.0,SC,Florianopolis
pet_sitting,30.0,SC,Florianopolis
pet_sitting,30.0,PE,Recife
pet_sitting,30.0,SP,São Bernardo Do Campo
pet_sitting,60.0,SP,Campinas
pet_sitting,40.0,SP,Sorocaba
pet_sitting,30.0,ES,Vila Velha
pet_sitting,70.0,SC,Florianopolis
pet_sitting,68.0,SC,Florianopolis
pet_sitting,30.0,RS,Porto Alegre
pet_sitting,40.0,ES,Vitória
pet_sitting,50.0,SP,Sao Paulo
pet_sitting,30.0,SP,Sao Paulo
pet_sitting,45.0,SP,Sorocaba
pet_sitting,100.0,SP,Sao Paulo
pet_sitting,35.0,PR,Curitiba
pet_sitting,30.0,PR,Curitiba
pet_sitting,70.0,MG,Juiz De Fora
pet_sitting,35.0,RJ,Duque De Caxias
boarding,70.0,MG,Juiz De Fora
day_care,60.0,MG,Juiz De Fora
pet_sitting,60.0,RJ,Rio De Janeiro
day_care,75.0,SP,Sao Paulo
day_care,80.0,RJ,Rio De Janeiro
boarding,69.0,MG,Belo Horizonte
day_care,43.0,MG,Belo Horizonte
boarding,160.0,PR,Curitiba
pet_sitting,40.0,RJ,Rio De Janeiro
day_care,75.0,RJ,Rio De Janeiro
pet_sitting,60.0,PR,Almirante Tamandaré
day_care,85.0,SP,Sao Paulo
boarding,60.0,SP,Sao Paulo
boarding,127.0,SP,Sao Paulo
day_care,78.0,SP,Sao Paulo
pet_sitting,30.0,RJ,Macaé
pet_sitting,65.0,SP,Americana
day_care,80.0,SP,Barueri
day_care,45.0,SP,Praia Grande
boarding,55.0,SP,Sao Paulo
boarding,85.0,MG,Belo Horizonte
day_care,80.0,MG,Belo Horizonte
day_care,85.0,SP,Sao Paulo
pet_sitting,30.0,DF,Brasília
boarding,80.0,SP,Sao Paulo
boarding,110.0,SP,Barueri
day_care,80.0,SP,Barueri
day_care,40.0,SP,Piracicaba
pet_sitting,63.0,MG,Belo Horizonte
pet_sitting,69.0,BA,Salvador
boarding,90.0,SP,São Caetano Do Sul
pet_sitting,100.0,SP,Santos
day_care,90.0,SP,Santos
boarding,90.0,SP,Santos
boarding,70.0,RS,Porto Alegre
boarding,70.0,RJ,Rio De Janeiro
day_care,70.0,RJ,Rio De Janeiro
pet_sitting,55.0,RJ,Rio De Janeiro
boarding,65.0,RJ,Rio De Janeiro
day_care,45.0,RJ,Rio De Janeiro
boarding,60.0,SP,Sao Paulo
pet_sitting,45.0,SP,Santo_Andre
boarding,80.0,PR,Curitiba
boarding,65.0,SC,Blumenau
pet_sitting,85.0,SP,Sao Paulo
pet_sitting,70.0,MG,Belo Horizonte
boarding,90.0,MG,Belo Horizonte
boarding,75.0,DF,Brasília
day_care,65.0,DF,Brasília
boarding,65.0,AL,Marechal Deodoro
day_care,40.0,AL,Marechal Deodoro
boarding,70.0,RS,Porto Alegre
day_care,55.0,RS,Porto Alegre
boarding,49.0,PR,Londrina
day_care,45.0,PR,Londrina
pet_sitting,150.0,SC,Itapema
boarding,55.0,RS,Canoas
day_care,35.0,ES,Vila Velha
day_care,40.0,SC,Blumenau
pet_sitting,60.0,MG,Belo Horizonte
boarding,135.0,RJ,Rio De Janeiro
boarding,50.0,MG,Contagem
pet_sitting,45.0,SP,Sao Paulo
boarding,89.0,RJ,Rio De Janeiro
boarding,60.0,SP,Sao Paulo
day_care,65.0,SP,Sao Paulo
day_care,50.0,SP,Sao Paulo
boarding,50.0,SP,Sao Paulo
boarding,80.0,PE,Recife
pet_sitting,55.0,SP,Sao Paulo
pet_sitting,40.0,SP,Sao Paulo
pet_sitting,30.0,SP,Sao Paulo
pet_sitting,40.0,SP,Sao Paulo
boarding,56.0,SP,Holambra
boarding,30.0,DF,Brasília
day_care,20.0,DF,Brasília
boarding,40.0,SP,Sao Paulo
day_care,40.0,SP,Sao Paulo
boarding,50.0,DF,Brasília
boarding,110.0,SP,Sao Paulo
day_care,40.0,SP,Sao Paulo
day_care,80.0,SP,Sao Paulo
pet_sitting,50.0,GO,Goiania
pet_sitting,35.0,MG,Vespasiano
pet_sitting,37.0,DF,Brasília
pet_sitting,25.0,MG,Poços De Caldas
boarding,50.0,MA,São José De Ribamar
day_care,40.0,MA,São José De Ribamar
boarding,55.0,DF,Brasília
boarding,60.0,MT,Cuiabá
day_care,55.0,MT,Cuiabá
boarding,45.0,MG,Poços De Caldas
day_care,35.0,MG,Poços De Caldas
day_care,66.0,PR,Curitiba
day_care,55.0,PR,Curitiba
boarding,87.0,SP,Rio Claro
day_care,100.0,RJ,Rio De Janeiro
pet_sitting,35.0,SP,Mogi Das Cruzes
boarding,129.0,RJ,Rio De Janeiro
pet_sitting,75.0,RJ,Rio De Janeiro
pet_sitting,45.0,RJ,Rio De Janeiro
boarding,120.0,SP,Peruíbe
day_care,85.0,SP,Peruíbe
pet_sitting,80.0,SP,Peruíbe
boarding,45.0,PR,Curitiba
boarding,60.0,SP,Santo_Andre
pet_sitting,30.0,PE,Igarassu
boarding,42.0,PR,Curitiba
day_care,60.0,PR,Curitiba
pet_sitting,30.0,PR,Curitiba
boarding,70.0,RJ,Rio De Janeiro
pet_sitting,70.0,RJ,Rio De Janeiro
pet_sitting,50.0,SP,Sao Paulo
boarding,60.0,SP,Sao Paulo
pet_sitting,30.0,SP,Sao Paulo
pet_sitting,50.0,RJ,Rio De Janeiro
boarding,70.0,RJ,Rio De Janeiro
boarding,80.0,RJ,Rio De Janeiro
boarding,110.0,SP,Sao Paulo
boarding,55.0,SP,Sao Paulo
day_care,45.0,SP,Sao Paulo
boarding,200.0,SP,Sao Paulo
pet_sitting,45.0,RS,São Leopoldo
boarding,70.0,SP,Sao Paulo
day_care,70.0,SP,Sao Paulo
boarding,80.0,SP,São Bernardo Do Campo
day_care,40.0,SP,São Bernardo Do Campo
boarding,50.0,RS,Caxias Do Sul
boarding,95.0,SP,Sao Paulo
pet_sitting,70.0,MG,Belo Horizonte
pet_sitting,80.0,SP,Osasco
boarding,110.0,SP,Santo_Andre
boarding,45.0,CE,Juazeiro Do Norte
boarding,80.0,RJ,Rio De Janeiro
boarding,90.0,RJ,Rio De Janeiro
day_care,50.0,SP,Sao Paulo
day_care,50.0,RJ,Guapimirim
day_care,50.0,RR,Boa Vista
boarding,50.0,GO,Senador Canedo
boarding,134.0,SP,Sao Paulo
boarding,70.0,SE,Aracaju
boarding,100.0,SP,Santo_Andre
day_care,30.0,DF,Brasília
boarding,65.0,MG,Uberlândia
boarding,65.0,SP,Bragança Paulista
boarding,74.0,SP,Águas Da Prata
boarding,55.0,DF,Brasília
boarding,95.0,SP,Sao Paulo
boarding,75.0,CE,Fortaleza
boarding,100.0,SP,Sao Paulo
boarding,149.0,SP,Barueri
boarding,55.0,DF,Brasília
day_care,75.0,RJ,Rio De Janeiro
boarding,65.0,SP,Sao Paulo
boarding,98.0,SP,Sao Paulo
boarding,70.0,DF,Brasília
boarding,200.0,SC,Itapema
boarding,80.0,SP,Sao Paulo
day_care,90.0,SP,Sao Paulo
day_care,75.0,BA,Salvador
boarding,65.0,MG,Belo Horizonte
boarding,120.0,SP,Sao Paulo
boarding,75.0,RJ,Maricá
boarding,70.0,RS,Porto Alegre
day_care,40.0,SP,Sao Paulo
boarding,95.0,SP,Sao Paulo
boarding,45.0,MT,Sinop
day_care,36.0,MG,Uberlândia
boarding,65.0,SE,Aracaju
boarding,100.0,SP,Sao Paulo
day_care,60.0,SP,Sao Paulo
boarding,60.0,DF,Brasília
day_care,50.0,ES,Vila Velha
day_care,40.0,RN,Natal
day_care,80.0,SP,Guarujá
boarding,60.0,SP,Sao Paulo
boarding,175.0,SP,Sao Paulo
boarding,90.0,SP,Barueri
boarding,60.0,SP,Sao Paulo
boarding,65.0,MG,Uberlândia
boarding,57.0,DF,Brasília
boarding,55.0,MG,Belo Horizonte
day_care,45.0,DF,Brasília
boarding,200.0,SP,São Carlos
day_care,60.0,SP,Sao Paulo
boarding,70.0,RJ,Niteroi
boarding,90.0,SP,Sao Paulo
boarding,80.0,SP,Sao Paulo
boarding,60.0,PR,Londrina
day_care,55.0,SC,Florianopolis
day_care,90.0,RS,Canoas
day_care,100.0,SP,Sao Paulo
day_care,100.0,RJ,Niteroi
day_care,55.0,SP,Ribeirao Preto
boarding,100.0,RJ,Rio De Janeiro
boarding,75.0,MG,Uberlândia
day_care,55.0,SC,Joinville
day_care,60.0,RJ,Rio De Janeiro
day_care,100.0,SP,Sao Paulo
boarding,70.0,SP,Sao Paulo
boarding,55.0,MG,Belo Horizonte
day_care,55.0,SP,São Bernardo Do Campo
day_care,60.0,RJ,Rio De Janeiro
day_care,80.0,SP,Sao Paulo
boarding,54.0,GO,Goianésia
boarding,120.0,SP,Campinas
boarding,100.0,RJ,Rio De Janeiro
boarding,45.0,SE,Aracaju
day_care,80.0,SP,Sao Paulo
boarding,85.0,PR,Curitiba
day_care,60.0,PR,Curitiba
boarding,75.0,RJ,Cabo Frio
day_care,76.0,RS,Porto Alegre
boarding,65.0,MG,Belo Horizonte
boarding,100.0,SP,São José Dos Campos
day_care,50.0,DF,Brasília
day_care,80.0,SP,Sao Paulo
boarding,75.0,RS,Canoas
boarding,90.0,DF,Brasília
day_care,50.0,DF,Brasília
boarding,70.0,SP,Sao Paulo
day_care,70.0,DF,Brasília
day_care,75.0,SP,Sao Paulo
boarding,80.0,SP,Guarulhos
day_care,70.0,SP,Sao Paulo
boarding,99.0,RJ,Rio De Janeiro
day_care,120.0,RJ,Rio De Janeiro
boarding,80.0,SP,São Carlos
boarding,95.0,SC,Blumenau
boarding,85.0,SP,São Bernardo Do Campo
boarding,134.0,RJ,Duque De Caxias
day_care,90.0,SP,Sao Paulo
boarding,50.0,PR,Curitiba
day_care,30.0,RJ,Niteroi
day_care,65.0,RJ,Niteroi
boarding,70.0,RJ,Rio De Janeiro
boarding,120.0,DF,Brasília
boarding,80.0,SP,Sao Paulo
day_care,40.0,RJ,Macaé
boarding,75.0,SP,Sao Paulo
boarding,89.0,SP,Sao Paulo
boarding,55.0,MG,Uberlândia
boarding,85.0,RJ,Rio De Janeiro
day_care,85.0,RJ,Rio De Janeiro
boarding,60.0,PR,Curitiba
boarding,55.0,SE,Aracaju
boarding,70.0,SP,Santos
boarding,87.0,RS,Porto Alegre
day_care,40.0,RJ,Rio De Janeiro
day_care,50.0,SP,Sorocaba
day_care,59.0,MG,Belo Horizonte
boarding,60.0,SP,Osasco
boarding,65.0,DF,Brasília
boarding,70.0,GO,Goiatuba
boarding,70.0,SP,Sao Paulo
boarding,80.0,MG,Uberlândia
day_care,55.0,SP,Praia Grande
boarding,80.0,RJ,Niteroi
boarding,55.0,MG,Belo Horizonte
boarding,70.0,SC,Florianopolis
boarding,60.0,PR,Maringá
boarding,107.0,SP,Osasco
day_care,40.0,SC,São José
boarding,90.0,DF,Brasília
boarding,115.0,SP,Sao Paulo
day_care,70.0,RN,Natal
boarding,60.0,BA,Salvador
boarding,80.0,PR,Curitiba
boarding,115.0,SC,Florianopolis
day_care,45.0,PE,Recife
boarding,64.0,RJ,Niteroi
day_care,50.0,RJ,Rio De Janeiro
day_care,40.0,RS,Santa Maria
day_care,47.0,PR,Londrina
boarding,70.0,SP,Sao Paulo
boarding,55.0,DF,Brasília
boarding,65.0,SP,São José Dos Campos
boarding,80.0,SP,Sao Paulo
day_care,70.0,SP,Sao Paulo
boarding,52.0,DF,Brasília
day_care,70.0,RS,Canoas
boarding,85.0,RJ,Rio De Janeiro
boarding,60.0,SP,Santa Bárbara D'oeste
boarding,55.0,MG,Belo Horizonte
boarding,60.0,PR,Curitiba
boarding,50.0,RJ,Rio De Janeiro
boarding,60.0,MG,Belo Horizonte
day_care,65.0,RJ,Teresópolis
boarding,120.0,SP,Sao Paulo
boarding,77.0,PE,Recife
boarding,135.0,SP,Sao Paulo
day_care,80.0,SP,São José Dos Campos
day_care,60.0,SP,Indaiatuba
day_care,35.0,RS,Alvorada
day_care,120.0,SP,Sao Paulo
boarding,65.0,RJ,Rio De Janeiro
boarding,80.0,RJ,Rio De Janeiro
boarding,40.0,RJ,Niteroi
pet_sitting,60.0,SP,Osasco
pet_sitting,120.0,SP,Sao Paulo
pet_sitting,130.0,SP,Santos
pet_sitting,75.0,PR,Curitiba
pet_sitting,50.0,SP,Taubaté
pet_sitting,50.0,RJ,Rio De Janeiro
pet_sitting,30.0,PE,Jaboatão Dos Guararapes
pet_sitting,50.0,MT,Campo Verde
pet_sitting,30.0,PR,Curitiba
pet_sitting,45.0,DF,Brasília
pet_sitting,70.0,RJ,Rio De Janeiro
pet_sitting,30.0,PE,Recife
pet_sitting,40.0,MG,Belo Horizonte
pet_sitting,60.0,ES,Vila Velha
pet_sitting,40.0,PR,Curitiba
pet_sitting,140.0,RS,Cachoeirinha
pet_sitting,34.0,TO,Palmas
pet_sitting,68.0,MG,Belo Horizonte
pet_sitting,85.0,PR,Curitiba
pet_sitting,35.0,PR,Maringá
pet_sitting,100.0,SP,Sao Paulo
pet_sitting,55.0,RJ,Rio De Janeiro
pet_sitting,50.0,SP,São José Dos Campos
pet_sitting,55.0,SP,Nova Odessa
pet_sitting,150.0,SP,Sao Paulo
pet_sitting,30.0,SP,Santo_Andre
pet_sitting,75.0,PI,Teresina
pet_sitting,50.0,SP,São José Dos Campos
pet_sitting,80.0,RJ,Rio De Janeiro
pet_sitting,41.0,DF,Brasília
pet_sitting,60.0,AL,Maceió
pet_sitting,30.0,PR,Curitiba
pet_sitting,45.0,RJ,Rio De Janeiro
pet_sitting,35.0,SP,Itapetininga
pet_sitting,40.0,PE,Recife
pet_sitting,30.0,RJ,Niteroi
pet_sitting,30.0,SP,Itaquaquecetuba
pet_sitting,45.0,SP,Sao Paulo
pet_sitting,60.0,SP,Osasco
pet_sitting,30.0,SP,Ibitinga
pet_sitting,60.0,SC,Jaraguá Do Sul
pet_sitting,60.0,PE,Recife
pet_sitting,30.0,RS,Porto Alegre
pet_sitting,35.0,SP,São Bernardo Do Campo
pet_sitting,40.0,DF,Brasília
pet_sitting,28.0,BA,Cruz Das Almas
pet_sitting,50.0,RN,Natal
pet_sitting,85.0,RJ,Rio De Janeiro
pet_sitting,40.0,RS,Santa Maria
pet_sitting,150.0,SP,Sao Paulo
pet_sitting,100.0,SP,Sorocaba
pet_sitting,30.0,RS,Porto Alegre
pet_sitting,45.0,AP,Macapá
pet_sitting,70.0,SP,Sao Paulo
pet_sitting,90.0,SC,Joinville
pet_sitting,45.0,PR,Ponta Grossa
pet_sitting,70.0,RR,Boa Vista
pet_sitting,55.0,RS,Caxias Do Sul
pet_sitting,40.0,MG,Belo Horizonte
pet_sitting,70.0,DF,Brasília
pet_sitting,50.0,SP,Sao Paulo
pet_sitting,65.0,RJ,Rio De Janeiro
pet_sitting,30.0,SP,Taubaté
pet_sitting,160.0,SP,Sao Paulo
pet_sitting,80.0,SP,Sao Paulo
pet_sitting,50.0,SP,Taubaté
pet_sitting,50.0,RJ,Cabo Frio
pet_sitting,55.0,SP,São Caetano Do Sul
pet_sitting,30.0,RS,Porto Alegre
pet_sitting,30.0,RJ,Rio De Janeiro
pet_sitting,65.0,SP,Sao Paulo
pet_sitting,45.0,MT,Sinop
pet_sitting,90.0,SP,Mogi Das Cruzes
pet_sitting,30.0,SP,Carapicuíba
pet_sitting,35.0,PR,Curitiba
pet_sitting,30.0,SP,Sao Paulo
pet_sitting,30.0,SP,Diadema
pet_sitting,100.0,SP,Águas Da Prata
pet_sitting,90.0,SP,Campinas
pet_sitting,85.0,RJ,Rio De Janeiro
pet_sitting,30.0,SP,Sao Paulo
pet_sitting,30.0,BA,Salvador
pet_sitting,68.0,SP,Sao Paulo
pet_sitting,100.0,SP,Sao Paulo
pet_sitting,35.0,SP,Sao Paulo
boarding,80.0,RJ,Rio De Janeiro
day_care,45.0,SP,Santos
boarding,55.0,RS,Santa Maria
boarding,80.0,SC,Itajaí
boarding,120.0,RJ,Rio De Janeiro
boarding,94.0,RJ,Rio De Janeiro
day_care,80.0,SP,Santo_Andre
day_care,90.0,RJ,Rio De Janeiro
day_care,35.0,SP,Pres. Prudente
boarding,60.0,SP,Campinas
day_care,50.0,PR,Curitiba
day_care,60.0,RJ,Nilópolis
boarding,40.0,DF,Brasília
boarding,50.0,SP,Sao Paulo
day_care,135.0,RJ,Rio De Janeiro
boarding,67.0,RS,Venâncio Aires
day_care,35.0,RS,Carlos Barbosa
day_care,50.0,SP,Sao Paulo
boarding,150.0,RJ,Rio De Janeiro
boarding,85.0,RJ,Rio De Janeiro
day_care,40.0,MS,Campo Grande
boarding,85.0,RJ,Rio De Janeiro
boarding,60.0,PR,Curitiba
boarding,45.0,MG,João Monlevade
boarding,133.0,SP,Sao Paulo
day_care,50.0,SP,Sao Paulo
boarding,95.0,SP,São Bernardo Do Campo
boarding,81.0,RJ,Rio De Janeiro
boarding,74.0,SP,Valinhos
boarding,58.0,SP,Osasco
boarding,60.0,SP,Bauru
day_care,92.0,SP,Sao Paulo
day_care,40.0,CE,Fortaleza
boarding,80.0,DF,Brasília
boarding,80.0,SC,Rio Do Sul
day_care,33.0,DF,Brasília
boarding,80.0,RJ,Rio De Janeiro
boarding,80.0,SP,Embu Das Artes
boarding,60.0,SC,Florianopolis
boarding,60.0,MG,Belo Horizonte
boarding,45.0,MG,Belo Horizonte
day_care,45.0,SP,Sao Paulo
day_care,135.0,SP,Santo_Andre
boarding,75.0,SP,Sao Paulo
day_care,70.0,SP,Mauá
boarding,75.0,RJ,Rio De Janeiro
day_care,55.0,PR,Curitiba
day_care,65.0,SP,Sao Paulo
day_care,135.0,SP,Sao Paulo
